date,country,title,label,views,description,attributes,classify_text,categories_generated
2023-05,Canada,Ada_Colau,Ada Colau,40942,Spanish activist and politician,human,spanish activist politician,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,38801,Mexican singer,human,mexican singer,Not Sports
2023-05,Argentina,Jorge_Rial,Jorge Rial,38162,Argentine journalist and television host,human,argentine journalist television host,Not Sports
2023-05,Argentina,Tina_Turner,Tina Turner,35820,American-born Swiss singer and songwriter (1939–2023),human,american born swiss singer songwriter 1939–2023,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,34723,Mexican singer,human,mexican singer,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,34262,Mexican singer,human,mexican singer,Not Sports
2023-05,Spain,Antonio_Gala,Antonio Gala,34177,Spanish writer (1930–2023),human,spanish writer 1930–2023,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,33809,Mexican singer,human,mexican singer,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,33645,Mexican singer,human,mexican singer,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,33611,Mexican singer,human,mexican singer,Not Sports
2023-05,United Kingdom,Ada_Colau,Ada Colau,33224,Spanish activist and politician,human,spanish activist politician,Not Sports
2023-05,Chile,Patricio_Bañados,Patricio Bañados,33132,Chilean journalist,human,chilean journalist,Not Sports
2023-05,Spain,Isabel_II_del_Reino_Unido,Elizabeth II,32954,Queen of the United Kingdom from 1952 to 2022,human,queen united kingdom 1952 2022,Not Sports
2023-05,Spain,Hannah_Waddingham,Hannah Waddingham,32828,British actress,human,british actress,Not Sports
2023-05,Argentina,Fito_Páez,Fito Páez,32639,Argentine musician,human,argentine musician,Not Sports
2023-05,Spain,Arsenio_Iglesias,Arsenio Iglesias,32550,Spanish football player and manager (1930–2023),human,spanish football player manager 1930–2023,Sports
2023-05,Argentina,Fito_Páez,Fito Páez,32531,Argentine musician,human,argentine musician,Not Sports
2023-05,Mexico,Luis_Miguel,Luis Miguel,32475,Mexican singer and producer,human,mexican singer producer,Not Sports
2023-05,Spain,Xavier_Trias,Xavier Trias,32266,Spanish politician,human,spanish politician,Not Sports
2023-05,Spain,Camila_de_Cornualles,Queen Camilla,32182,Queen Consort of the United Kingdom since 2022,human,queen consort united kingdom since 2022,Not Sports
2023-05,Mexico,Peso_Pluma_(cantante),Peso Pluma,31681,Mexican singer,human,mexican singer,Not Sports
2023-05,Chile,Augusto_Góngora,Augusto Góngora,30625,Chilean journalist (1952–2023),human,chilean journalist 1952–2023,Not Sports
2023-05,Spain,Juan_Díaz_(actor_español),Juan Díaz Pardeiro,30363,Spanish actor,human,spanish actor,Not Sports
2023-05,Chile,Johannes_Brahms,Johannes Brahms,29785,German composer (1833–1897),human,german composer 1833–1897,Not Sports
2023-05,Mexico,Tina_Turner,Tina Turner,28905,American-born Swiss singer and songwriter (1939–2023),human,american born swiss singer songwriter 1939–2023,Not Sports
2023-05,Spain,Tina_Turner,Tina Turner,28769,American-born Swiss singer and songwriter (1939–2023),human,american born swiss singer songwriter 1939–2023,Not Sports
2023-05,Mexico,Luis_Miguel,Luis Miguel,28701,Mexican singer and producer,human,mexican singer producer,Not Sports
2023-05,Chile,Alan_Rickman,Alan Rickman,28566,British actor and director (1946–2016),human,british actor director 1946–2016,Not Sports
2023-05,Mexico,Veljko_Paunović,Veljko Paunović,28546,Serbian footballer and manager,human,serbian footballer manager,Sports
2023-05,India,Ada_Colau,Ada Colau,28511,Spanish activist and politician,human,spanish activist politician,Not Sports
2023-05,Netherlands,Ada_Colau,Ada Colau,28355,Spanish activist and politician,human,spanish activist politician,Not Sports
2023-05,Spain,Paula_Badosa,Paula Badosa,27953,Spanish tennis player,human,spanish tennis player,Not Sports
2023-05,Chile,Tina_Turner,Tina Turner,26731,American-born Swiss singer and songwriter (1939–2023),human,american born swiss singer songwriter 1939–2023,Not Sports
2023-05,Argentina,Fito_Páez,Fito Páez,26603,Argentine musician,human,argentine musician,Not Sports
2023-05,Argentina,Fabiana_Cantilo,Fabiana Cantilo,26285,Argentine singer,human,argentine singer,Not Sports
2023-05,Argentina,Máximo_Kirchner,Máximo Kirchner,26113,Argentine politician,human,argentine politician,Not Sports
2023-05,Spain,Ray_Stevenson,Ray Stevenson,25861,British actor (1964–2023),human,british actor 1964–2023,Not Sports
2023-05,Spain,Fariba_Sheikhan,Fariba Sheikhan,25813,"Spanish actress, singer, dancer and model",human,spanish actress singer dancer model,Not Sports
2023-05,Argentina,Luka_Romero,Luka Romero,25189,Argentine association football player,human,argentine association football player,Sports
2023-05,Spain,Aryna_Sabalenka,Aryna Sabalenka,24852,Belarusian tennis player,human,belarusian tennis player,Sports
2023-05,Mexico,Robert_Dante_Siboldi,Robert Dante Siboldi,24740,Uruguayan association football player and manager,human,uruguayan association football player manager,Sports
2023-05,Spain,Carlota_de_Mecklemburgo-Strelitz,Charlotte of Mecklenburg-Strelitz,24425,Queen consort of Great Britain and Ireland as the wife of King George III (1744–1818),human,queen consort great britain ireland wife king george iii 1744–1818,Not Sports
2023-05,Argentina,Fito_Páez,Fito Páez,24396,Argentine musician,human,argentine musician,Not Sports
2023-05,Argentina,Luka_Romero,Luka Romero,24198,Argentine association football player,human,argentine association football player,Sports
2023-05,Argentina,Jorge_Rial,Jorge Rial,23223,Argentine journalist and television host,human,argentine journalist television host,Not Sports
2023-05,Spain,Jorge_III,George III of Great Britain,22911,King of Great Britain and Ireland from 1760 to 1820 (1738–1820),human,king great britain ireland 1760 1820 1738–1820,Not Sports
2023-05,Spain,Blanca_Paloma,Blanca Paloma,22710,Spanish singer (1989–),human,spanish singer 1989–,Not Sports
2023-05,Mexico,André-Pierre_Gignac,André-Pierre Gignac,22676,French footballer (born 1985),human,french footballer born 1985,Not Sports
2023-05,Mexico,Antonio_Carbajal,Antonio Carbajal,22283,Mexican footballer (1929–2023),human,mexican footballer 1929–2023,Not Sports
2023-05,Argentina,Fito_Páez,Fito Páez,22028,Argentine musician,human,argentine musician,Not Sports
2023-05,Spain,Sergio_Rico,Sergio Rico,21619,Spanish association football player,human,spanish association football player,Sports
2023-05,Mexico,Fernando_Ortiz_(futbolista),Fernando Ortiz,21475,Argentinian association football player and manager,human,argentinian association football player manager,Sports
2023-05,Mexico,Antonio_Carbajal,Antonio Carbajal,21424,Mexican footballer (1929–2023),human,mexican footballer 1929–2023,Not Sports
2023-05,Chile,Augusto_Góngora,Augusto Góngora,21422,Chilean journalist (1952–2023),human,chilean journalist 1952–2023,Not Sports
2023-05,Spain,Félix_Bolaños,Félix Bolaños,21094,Spanish politician and lawyer (born 1975),human,spanish politician lawyer born 1975,Not Sports
2023-05,Peru,Luis_Guadalupe,Luis Guadalupe,20745,Peruvian footballer,human,peruvian footballer,Not Sports
2023-05,Spain,Fernando_Verdasco,Fernando Verdasco,20462,Spanish tennis player,human,spanish tennis player,Not Sports
2023-05,Colombia,Tina_Turner,Tina Turner,20427,American-born Swiss singer and songwriter (1939–2023),human,american born swiss singer songwriter 1939–2023,Not Sports
2023-05,France,Ada_Colau,Ada Colau,20380,Spanish activist and politician,human,spanish activist politician,Not Sports
2023-05,Spain,Albert_Espinosa,Albert Espinosa,20292,"Spanish screenwriter, playwright, writer, actor and director",human,spanish screenwriter playwright writer actor director,Not Sports
2023-05,Spain,Pedro_Sánchez,Pedro Sánchez,20289,Prime Minister of Spain since 2018,human,prime minister spain since 2018,Not Sports
2023-05,Mexico,Luis_Miguel,Luis Miguel,20286,Mexican singer and producer,human,mexican singer producer,Not Sports
2023-05,Argentina,Carlos_III_del_Reino_Unido,Charles III,20202,King of the United Kingdom and other Commonwealth realms since 2022 (born 1948),human,king united kingdom commonwealth realms since 2022 born 1948,Not Sports
2023-05,Argentina,Fito_Páez,Fito Páez,20130,Argentine musician,human,argentine musician,Not Sports
2023-06,Spain,Silvio_Berlusconi,Silvio Berlusconi,86340,Italian politician and media tycoon (1936–2023),human,italian politician media tycoon 1936–2023,Not Sports
2023-06,Spain,Carmen_Sevilla,Carmen Sevilla,73792,Spanish actress and singer (1930–2023),human,spanish actress singer 1930–2023,Not Sports
2023-06,Spain,Alberto_Núñez_Feijóo,Alberto Núñez Feijóo,59273,Spanish politician (born 1961),human,spanish politician born 1961,Not Sports
2023-06,Guatemala,Bernardo_Arévalo,Bernardo Arévalo de León,58937,President of Guatemala since 2024,human,president guatemala since 2024,Not Sports
2023-06,Mexico,Talina_Fernández,Talina Fernández,57303,Mexican actress and television presenter (1944–2023),human,mexican actress television presenter 1944–2023,Not Sports
2023-06,Spain,Carmen_Sevilla,Carmen Sevilla,56395,Spanish actress and singer (1930–2023),human,spanish actress singer 1930–2023,Not Sports
2023-06,Spain,Mari_Carmen_y_sus_muñecos,María del Carmen Martínez-Villaseñor Barrasa,50936,Spanish television presenter,human,spanish television presenter,Not Sports
2023-06,Mexico,Magdalena_Abakanowicz,Magdalena Abakanowicz,44311,Polish textile artist and sculptor (1930-2017),human,polish textile artist sculptor 1930 2017,Not Sports
2023-06,Guatemala,Juan_José_Arévalo,Juan José Arévalo,44155,Guatemalan politician (1904–1990),human,guatemalan politician 1904–1990,Not Sports
2023-06,Mexico,Ricardo_Rocha_(periodista),Ricardo Rocha,31992,Mexican journalist,human,mexican journalist,Not Sports
2023-06,Colombia,Magdalena_Abakanowicz,Magdalena Abakanowicz,30402,Polish textile artist and sculptor (1930-2017),human,polish textile artist sculptor 1930 2017,Not Sports
2023-06,Argentina,Facundo_Buonanotte,Facundo Buonanotte,28948,Argentine association football player (born 2004),human,argentine association football player born 2004,Sports
2023-06,Argentina,Maxi_Rodríguez,Maxi Rodriguez,28410,Argentine association football player,human,argentine association football player,Sports
2023-06,Spain,Vicente_Barrera_Simó,Vicente Barrera Simó,28215,Spanish former matador and politician,human,spanish former matador politician,Not Sports
2023-06,Spain,Kabir_Bedi,Kabir Bedi,27273,Indian actor (1946-),human,indian actor 1946,Not Sports
2023-06,Mexico,Diego_Cocca,Diego Cocca,26893,Argentinian association football player and manager,human,argentinian association football player manager,Sports
2023-06,Mexico,Delfina_Gómez,Delfina Gómez Álvarez,26891,Mexican politician,human,mexican politician,Not Sports
2023-06,Spain,Jennifer_Lawrence,Jennifer Lawrence,26823,American actress and producer (born 1990),human,american actress producer born 1990,Not Sports
2023-06,Spain,Alberto_Núñez_Feijóo,Alberto Núñez Feijóo,26708,Spanish politician (born 1961),human,spanish politician born 1961,Not Sports
2023-06,Mexico,Magdalena_Abakanowicz,Magdalena Abakanowicz,26414,Polish textile artist and sculptor (1930-2017),human,polish textile artist sculptor 1930 2017,Not Sports
2023-06,Argentina,Juan_Román_Riquelme,Juan Román Riquelme,26401,Argentine association football player,human,argentine association football player,Sports
2023-06,Mexico,María_Fernanda_Quiroz,Maria Fernanda Quiroz,25680,Mexican television actress and stage actress,human,mexican television actress stage actress,Not Sports
2023-06,Spain,Sonsoles_Suárez,Sonsoles Suárez,24866,Spanish journalist and television presenter,human,spanish journalist television presenter,Not Sports
2023-06,Mexico,Jaime_Lozano,Jaime Lozano,24714,Mexican association football player and manager,human,mexican association football player manager,Sports
2023-06,Spain,Silvio_Berlusconi,Silvio Berlusconi,24662,Italian politician and media tycoon (1936–2023),human,italian politician media tycoon 1936–2023,Not Sports
2023-06,Argentina,Magdalena_Abakanowicz,Magdalena Abakanowicz,24373,Polish textile artist and sculptor (1930-2017),human,polish textile artist sculptor 1930 2017,Not Sports
2023-06,Peru,María_Luisa_Aguilar,María Luisa Aguilar,23452,Peruvian astronomer (1930-2019),human,peruvian astronomer 1930 2019,Not Sports
2023-06,Colombia,Alberto_Gamero,Alberto Gamero,22945,Colombian soccer coach,human,colombian soccer coach,Not Sports
2023-06,Spain,Yevgeny_Prigozhin,Yevgeny Prigozhin,22856,"Russian mercenary leader, oligarch, restaurateur, former owner of Wagner PVC (1961–2023)",human,russian mercenary leader oligarch restaurateur former owner wagner pvc 1961–2023,Not Sports
2023-06,Spain,Josep_Guardiola,Pep Guardiola,22582,Spanish association football player and manager (born 1971),human,spanish association football player manager born 1971,Sports
2023-06,Argentina,Agustín_Rossi,Agustín Rossi,22533,Argentine politician (born 1959),human,argentine politician born 1959,Not Sports
2023-06,Spain,Mari_Carmen_y_sus_muñecos,María del Carmen Martínez-Villaseñor Barrasa,21941,Spanish television presenter,human,spanish television presenter,Not Sports
2023-06,Spain,Maribel_Verdú,Maribel Verdú,21143,Spanish actress (born 1970),human,spanish actress born 1970,Not Sports
2023-06,Mexico,Mariana_Levy,Mariana Levy,20810,Mexican actress and singer (1966–2005),human,mexican actress singer 1966–2005,Not Sports
2023-06,Spain,Joaquín_(futbolista),Joaquín,20764,Spanish footballer,human,spanish footballer,Not Sports
2023-06,Mexico,Talina_Fernández,Talina Fernández,19822,Mexican actress and television presenter (1944–2023),human,mexican actress television presenter 1944–2023,Not Sports
2023-06,Argentina,Maxi_Rodríguez,Maxi Rodriguez,19722,Argentine association football player,human,argentine association football player,Sports
2023-06,Spain,Casper_Ruud,Casper Ruud,19198,Norwegian tennis player,human,norwegian tennis player,Sports
2023-06,Spain,José_Luis_Mendilibar,José Luis Mendilibar,19072,Spanish Basque football player/manager,human,spanish basque football player manager,Sports
2023-06,Chile,Bruno_Barticciotto,Bruno Barticciotto,18944,Chilean footballer,human,chilean footballer,Not Sports
2023-06,Spain,Eva_Santolaria,Eva Santolaria,18868,Spanish actress,human,spanish actress,Not Sports
2023-06,Guatemala,Juan_José_Arévalo,Juan José Arévalo,18862,Guatemalan politician (1904–1990),human,guatemalan politician 1904–1990,Not Sports
2023-06,Argentina,Martín_Llaryora,Martín Llaryora,18789,Argentinian politician,human,argentinian politician,Not Sports
2023-06,Spain,Jaume_Collboni,Jaume Collboni Cuadrado,18331,Spanish politician and lawyer,human,spanish politician lawyer,Not Sports
2023-06,Mexico,Luisa_María_Alcalde_Luján,Luisa María Alcalde,18302,Mexican politician,human,mexican politician,Not Sports
2023-06,Spain,Karim_Benzema,Karim Benzema,17976,French footballer (born 1987),human,french footballer born 1987,Not Sports
2023-06,Mexico,Sofía_Rivera_Torres,Sofía Rivera Torres,17920,Mexican-American actress,human,mexican american actress,Not Sports
2023-06,Spain,María_Guardiola,María Guardiola,17901,Spanish politician,human,spanish politician,Not Sports
2023-06,Spain,Silvio_Berlusconi,Silvio Berlusconi,17646,Italian politician and media tycoon (1936–2023),human,italian politician media tycoon 1936–2023,Not Sports
2023-06,Argentina,Gerardo_Morales,Gerardo Morales,17631,Argentine politician,human,argentine politician,Not Sports
2023-06,Spain,Bizarrap,Bizarrap,17553,Argentine DJ and producer,human,argentine dj producer,Not Sports
2023-06,Guatemala,Bernardo_Arévalo,Bernardo Arévalo de León,17494,President of Guatemala since 2024,human,president guatemala since 2024,Not Sports
2023-06,Spain,Jaume_Collboni,Jaume Collboni Cuadrado,17366,Spanish politician and lawyer,human,spanish politician lawyer,Not Sports
2023-06,Spain,Augusto_Algueró,Augusto Algueró,16822,Spanish composer and music director (1934–2011),human,spanish composer music director 1934–2011,Not Sports
2023-06,Spain,Inés_Arrimadas,Inés Arrimadas,16793,Spanish politician,human,spanish politician,Not Sports
2023-06,Spain,Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,16638,Spanish tennis player,human,spanish tennis player,Not Sports
2023-06,Spain,Theodore_Kaczynski,Ted Kaczynski,16416,"American domestic terrorist, mathematician and anarchist (1942–2023)",human,american domestic terrorist mathematician anarchist 1942–2023,Not Sports
2023-06,Colombia,Germán_Chaves,Germán Chaves,16415,Colombian cyclist (1995–2023),human,colombian cyclist 1995–2023,Not Sports
2023-06,Argentina,Facundo_Medina,Facundo Medina,16117,Argentinian association football player,human,argentinian association football player,Sports
2023-06,Spain,Treat_Williams,Treat Williams,16022,"American actor, producer, director, and author (1951–2023)",human,american actor producer director author 1951–2023,Not Sports
2023-06,Spain,India_Martínez,India Martínez,15957,Spanish flamenco and pop singer (born 1985),human,spanish flamenco pop singer born 1985,Not Sports
2023-06,Spain,Carmen_Sevilla,Carmen Sevilla,15855,Spanish actress and singer (1930–2023),human,spanish actress singer 1930–2023,Not Sports
2023-06,Spain,Mónica_López_(actriz),Mònica López,15655,Spanish actor,human,spanish actor,Not Sports
2023-06,Spain,Rosalía_(cantante),Rosalía,15622,Spanish singer-songwriter (born 1992),human,spanish singer songwriter born 1992,Not Sports
2023-06,Colombia,Andrés_Llinás,Andrés Llinás,15335,Colombian footballer,human,colombian footballer,Not Sports
2023-06,Spain,Nikola_Jokić,Nikola Jokić,15038,Serbian basketball player,human,serbian basketball player,Sports
2023-06,Argentina,Silvina_Luna,Silvina Luna,14792,Argentine actress model (1980-2023),human,argentine actress model 1980 2023,Not Sports
2023-06,Spain,Patrick_Criado,Patrick Criado,14671,Spanish actor,human,spanish actor,Not Sports
2023-06,Argentina,Diego_Buonanotte,Diego Buonanotte,14614,Argentinian association football player,human,argentinian association football player,Sports
2023-06,Spain,İlkay_Gündoğan,İlkay Gündoğat,14342,Turkish-German association football player (born 1990),human,turkish german association football player born 1990,Sports
2023-06,Argentina,Felipe_Melo,Felipe Melo,14211,Brazilian association football player,human,brazilian association football player,Sports
2023-06,Argentina,Gerardo_Morales,Gerardo Morales,14092,Argentine politician,human,argentine politician,Not Sports
2023-06,Mexico,Jaime_Lozano,Jaime Lozano,13982,Mexican association football player and manager,human,mexican association football player manager,Sports
2023-06,Spain,Carmen_Sevilla,Carmen Sevilla,13796,Spanish actress and singer (1930–2023),human,spanish actress singer 1930–2023,Not Sports
2023-06,Argentina,Josep_Guardiola,Pep Guardiola,13617,Spanish association football player and manager (born 1971),human,spanish association football player manager born 1971,Sports
2023-06,Spain,Theodore_Kaczynski,Ted Kaczynski,13613,"American domestic terrorist, mathematician and anarchist (1942–2023)",human,american domestic terrorist mathematician anarchist 1942–2023,Not Sports
2023-06,Spain,Luz_Casal,Luz Casal,13554,Spanish singer,human,spanish singer,Not Sports
2023-06,United States,Talina_Fernández,Talina Fernández,13514,Mexican actress and television presenter (1944–2023),human,mexican actress television presenter 1944–2023,Not Sports
2023-06,Spain,Brahim_Díaz,Brahim Abdelkader Díaz,13365,Moroccan association football player,human,moroccan association football player,Sports
2023-06,Argentina,Ander_Herrera,Ander Herrera,13288,Spanish association football player,human,spanish association football player,Sports
2023-06,Spain,Simone_Inzaghi,Simone Inzaghi,13263,Italian association football player and manager,human,italian association football player manager,Sports
2023-06,Spain,Chris_Hemsworth,Chris Hemsworth,13201,Australian actor (born 1983),human,australian actor born 1983,Not Sports
2023-06,Spain,Lewis_Capaldi,Lewis Capaldi,13184,Scottish singer-songwriter,human,scottish singer songwriter,Not Sports
2023-06,Mexico,Talina_Fernández,Talina Fernández,13091,Mexican actress and television presenter (1944–2023),human,mexican actress television presenter 1944–2023,Not Sports
2023-06,Spain,Josep_Guardiola,Pep Guardiola,12972,Spanish association football player and manager (born 1971),human,spanish association football player manager born 1971,Sports
2023-06,Colombia,Magdalena_Abakanowicz,Magdalena Abakanowicz,12923,Polish textile artist and sculptor (1930-2017),human,polish textile artist sculptor 1930 2017,Not Sports
2023-06,Spain,Marta_Rivera_de_la_Cruz,Marta Rivera de la Cruz,12909,Spanish writer,human,spanish writer,Not Sports
2023-06,Mexico,Luisa_María_Alcalde_Luján,Luisa María Alcalde,12861,Mexican politician,human,mexican politician,Not Sports
2023-06,Uruguay,Rodrigo_Zalazar,Rodrigo Zalazar,12744,Uruguayan footballer (born 1999),human,uruguayan footballer born 1999,Not Sports
2023-06,Chile,Marcelo_Barticciotto,Marcelo Barticciotto,12733,Argentine-Chilean footballer,human,argentine chilean footballer,Not Sports
2023-06,Mexico,Josep_Guardiola,Pep Guardiola,12158,Spanish association football player and manager (born 1971),human,spanish association football player manager born 1971,Sports
2023-06,Argentina,Juan_Manzur,Juan Manzur,12157,Argentine politician and surgeon,human,argentine politician surgeon,Not Sports
2023-06,Spain,Kai_Havertz,Kai Havertz,12119,German association football player (born 1999),human,german association football player born 1999,Sports
2023-06,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,12076,Chilean tennis player,human,chilean tennis player,Not Sports
2023-06,Mexico,Ale_del_Moral,Alejandra del Moral,11934,Mexican politician,human,mexican politician,Not Sports
2023-06,Argentina,Silvio_Berlusconi,Silvio Berlusconi,11860,Italian politician and media tycoon (1936–2023),human,italian politician media tycoon 1936–2023,Not Sports
2023-06,Spain,Carlos_Herrera_(periodista),Carlos Herrera,11800,Spanish journalist,human,spanish journalist,Not Sports
2023-06,Argentina,Ander_Herrera,Ander Herrera,11728,Spanish association football player,human,spanish association football player,Sports
2023-06,Spain,Frida_Kahlo,Frida Kahlo,11675,Mexican painter (1907–1954),human,mexican painter 1907–1954,Not Sports
2023-06,Spain,Joaquín_(futbolista),Joaquín,11621,Spanish footballer,human,spanish footballer,Not Sports
2023-06,Chile,Pedro_Messone,Pedro Messone,11554,"Chilean singer, acttor",human,chilean singer acttor,Not Sports
2023-06,Spain,İlkay_Gündoğan,İlkay Gündoğat,11523,Turkish-German association football player (born 1990),human,turkish german association football player born 1990,Sports
2023-06,Argentina,Silvina_Luna,Silvina Luna,11521,Argentine actress model (1980-2023),human,argentine actress model 1980 2023,Not Sports
2023-06,Spain,Eneko_Fernández,Eneko Fernández,11517,Spanish footballer,human,spanish footballer,Not Sports
2023-06,Spain,Agustín_Santos_Maraver,Agustín Santos Maraver,11478,Spanish diplomat,human,spanish diplomat,Not Sports
2023-06,Argentina,Eduardo_de_Pedro,Eduardo de Pedro,11441,Argentine lawyer and politician,human,argentine lawyer politician,Not Sports
2023-06,Spain,Andrea_Guasch,Andrea Guasch,11404,Spanish actress,human,spanish actress,Not Sports
2023-06,Mexico,Peter_Gerard_Scully,Peter Scully,11369,"Australian criminal, rapist and torturer",human,australian criminal rapist torturer,Not Sports
2023-06,Mexico,Sergio_Mayer,Sergio Mayer,11279,Mexican actor,human,mexican actor,Not Sports
2023-06,Spain,Eneko_Fernández,Eneko Fernández,11238,Spanish footballer,human,spanish footballer,Not Sports
2023-06,Spain,María_Guardiola,María Guardiola,11227,Spanish politician,human,spanish politician,Not Sports
2023-06,Spain,Stephen_Hawking,Stephen Hawking,11187,"British theoretical physicist, cosmologist and author (1942–2018)",human,british theoretical physicist cosmologist author 1942–2018,Not Sports
2023-06,Spain,Alfredo_Galán,Alfredo Galán Sotillo,11114,Spanish serial killer,human,spanish serial killer,Not Sports
2023-06,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,11102,Chilean tennis player,human,chilean tennis player,Not Sports
2023-06,United States,Justin_Bieber,Justin Bieber,11078,Canadian singer and songwriter,human,canadian singer songwriter,Not Sports
2023-06,Guatemala,Bernardo_Arévalo,Bernardo Arévalo de León,10979,President of Guatemala since 2024,human,president guatemala since 2024,Not Sports
2023-06,Spain,María_Guardiola,María Guardiola,10944,Spanish politician,human,spanish politician,Not Sports
2023-06,Spain,Irene_Montero,No label found,10943,Spanish politician and psychologist,human,spanish politician psychologist,Not Sports
2023-06,Spain,Fernando_Esteso,Fernando Esteso,10928,"Spanish actor, film director and screenwriter",human,spanish actor film director screenwriter,Not Sports
2023-06,Colombia,Germán_Chaves,Germán Chaves,10912,Colombian cyclist (1995–2023),human,colombian cyclist 1995–2023,Not Sports
2023-06,Argentina,Rodrigo_Aliendro,Rodrigo Aliendro,10878,Argentinian association football player,human,argentinian association football player,Sports
2023-06,Mexico,Peso_Pluma,Peso Pluma,10825,Mexican singer,human,mexican singer,Not Sports
2023-06,Mexico,Rubén_Moya,Rubén Moya,10768,Mexican actor,human,mexican actor,Not Sports
2023-07,Mexico,Diana_Sacayán,Amancay Diana Sacayán,108002,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015,Not Sports
2023-07,Spain,Sinéad_O'Connor,Sinéad O'Connor,98229,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
2023-07,Spain,Sinéad_O'Connor,Sinéad O'Connor,93683,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
2023-07,Argentina,Diana_Sacayán,Amancay Diana Sacayán,68136,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015,Not Sports
2023-07,Mexico,Ramón_López_Velarde,Ramón López Velarde,61985,Mexican poet (1888–1921),human,mexican poet 1888–1921,Not Sports
2023-07,Mexico,Diana_Sacayán,Amancay Diana Sacayán,60466,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015,Not Sports
2023-07,Spain,Luis_Suárez_Miramontes,Luis Suárez,47868,Spanish association football player and manager (1935–2023),human,spanish association football player manager 1935–2023,Sports
2023-07,Peru,Diana_Sacayán,Amancay Diana Sacayán,45337,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015,Not Sports
2023-07,Spain,Francisco_Ibáñez,Francisco Ibáñez Talavera,45152,Spanish artist (1936–2023),human,spanish artist 1936–2023,Not Sports
2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,42616,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967,Not Sports
2023-07,Argentina,Edinson_Cavani,Edinson Cavani,42226,Uruguayan association football player,human,uruguayan association football player,Sports
2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,42133,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971,Not Sports
2023-07,Spain,Jane_Birkin,Jane Birkin,41940,British-French actress and singer (1946–2023),human,british french actress singer 1946–2023,Not Sports
2023-07,Argentina,Sinéad_O'Connor,Sinéad O'Connor,40777,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,39554,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967,Not Sports
2023-07,Mexico,Emma_Reyes_(artista),Emma Reyes,39109,Colombian artist (1919–2003),human,colombian artist 1919–2003,Not Sports
2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,39086,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971,Not Sports
2023-07,Argentina,Marcelo_Saracchi,Marcelo Saracchi,38999,Uruguayan association football player (born 1998),human,uruguayan association football player born 1998,Sports
2023-07,Argentina,Sinéad_O'Connor,Sinéad O'Connor,38555,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,38521,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967,Not Sports
2023-07,Chile,Cecilia_Pantoja,Cecilia Pantoja,38519,Chilean musician,human,chilean musician,Not Sports
2023-07,Chile,Diana_Sacayán,Amancay Diana Sacayán,35666,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015,Not Sports
2023-07,Chile,Sinéad_O'Connor,Sinéad O'Connor,35422,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,34501,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967,Not Sports
2023-07,Spain,Francisco_Ibáñez,Francisco Ibáñez Talavera,33855,Spanish artist (1936–2023),human,spanish artist 1936–2023,Not Sports
2023-07,Mexico,Sinéad_O'Connor,Sinéad O'Connor,33559,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023,Not Sports
